"GSM380517"	"GSM380518"	"GSM380519"	"GSM380520"
"PRPF4"	7.66633065865289	7.92513604110676	7.51734291147848	6.48514312730648
"PRPF40A"	9.12658232918875	9.29687791165063	9.3815169480507	8.51764028019124
"PRPF4B"	8.49165032025842	8.44474263083648	7.79089977197192	7.25510364582465
"PRPF6"	7.02154922208749	7.34372237042116	6.92682764389231	6.65706702588651
"PRPF8"	9.02530339017215	9.67668954900664	8.88440461504966	6.74428814240312
"PRPH"	7.39705625094425	8.28947526941874	8.18102476201325	7.33061234840078
"PRPH2"	6.13355734054926	5.52359040482839	6.20573571898159	6.30235007503254
"PRPS1"	7.26603327430911	7.55575830192203	7.85344977830527	7.03491139497562
"PRPS1L1"	4.63053911205804	4.78156920042528	5.26323366637082	5.4805608852802
"PRPS2"	8.0818142504847	7.90214461432632	8.2181851008508	7.90980560197878
"PRPSAP1"	8.63584103846062	8.51773595883709	8.12082060826223	7.87582139615496
"PRPSAP2"	8.3957078246213	8.58751873417597	8.19411467614564	7.28845650006324
"PRR11"	9.3782591357078	9.18857310290013	9.9241912741895	9.53997354880658
"PRR13"	8.45204897227761	8.25068171198944	8.53697454598023	8.42359016098924
"PRR14"	8.20976290912689	8.18515558860599	8.24689468195312	8.13357556530391
"PRR14L"	5.15204722167803	5.10948416208768	5.2283441499977	6.26063744555673
"PRR15L"	9.10213326328496	7.34294837775058	6.4541500970481	7.30573293732603
"PRR16"	3.36663812937532	3.2160468057701	3.57015972041061	4.60519114280441
"PRR3"	7.15694428609692	6.79734494250408	6.98846603312262	6.93520558460633
"PRR34"	5.53441873432384	5.68222856973869	6.1946206092467	7.05913434192154
"PRR5"	5.63524087737047	5.36577183769223	5.52646995599688	6.25701911989536
"PRR5L"	4.00634739655522	4.20049358982242	3.99182407601069	4.05826902682445
"PRR7"	4.71669253007421	4.48689607094905	4.47317326841298	4.94644617889092
"PRRC1"	7.82609013300906	7.21544637715298	7.30606147655952	6.96393587802361
"PRRC2A"	8.10742856203632	7.53554115395849	7.58185842521682	7.21438631866727
"PRRC2B"	8.25463939211782	8.73811914480797	7.83426235179501	7.65094382279893
"PRRC2C"	9.04854864583806	7.9782541801157	8.79227785684211	7.35806768227868
"PRRG1"	5.07533063644549	4.75319351203939	6.3023770950593	6.46419966523796
"PRRG2"	5.27888126158817	5.01589016118865	4.93025883164826	5.36636804908653
"PRRG3"	6.11719555073241	5.46683471468392	6.38197105507043	6.54215271418493
"PRRG4"	5.88713458534887	5.04808980356324	5.09967084923794	5.09313417268194
"PRRX1"	4.63926153347368	4.37611663417868	5.6759272796703	5.34810775867604
"PRRX2"	7.00374837486533	6.38228437913451	6.70634041947295	7.69038245036457
"PRSS1 /// PRSS2"	4.05109789588484	4.33393410724324	4.33393410724324	5.03184036311892
"PRSS12"	3.86679619675438	3.9666810349514	4.22363133507026	4.61177142439993
"PRSS16"	7.3421459639391	7.12409243585285	4.9273680310579	5.46244401734176
"PRSS2"	4.61602749957673	4.36607499982858	4.64200697408129	5.01121787077826
"PRSS21"	5.88498883194817	5.39049954662043	5.39409627733889	6.0873870625213
"PRSS22"	5.72562074984375	5.40815471719117	5.19897574468745	5.9843334825046
"PRSS23"	6.67977134038578	6.34536473494409	6.44396489700747	7.21973166673839
"PRSS3"	5.11914247586062	5.22863320497262	5.69395460739205	5.69255671178886
"PRSS3P2"	5.05416582581805	5.1308169517691	5.26650431765307	5.41424138093847
"PRSS3P3"	5.30736751856138	5.23578396737582	5.65584161225441	6.4888141377359
"PRSS50"	4.88263850961969	4.61215016832545	4.65851412534493	4.73283184196962
"PRSS53"	6.07381946388769	6.94347735113435	6.8516247430243	7.17710295126795
"PRSS8"	7.15313594312002	4.80355171551177	5.35864346988749	5.86567927590075
"PRTN3"	3.69161599569537	3.95100568602942	3.74717433573733	4.3636102057089
"PRUNE"	7.77204404986137	7.57511077676825	7.7465139851712	6.37648341520151
"PRUNE2"	5.02270075633312	5.37846285771849	5.06889352824738	4.91798519006256
"PRX"	4.8494666963278	4.81011524883797	5.17847059171494	5.43567758010556
"PSAP"	9.82429268211748	9.59761627547877	9.52954707593238	8.69056941565086
"PSAT1"	5.83402330661821	7.19282458635739	7.19461253589911	6.97107349195869
"PSCA"	4.31001029601176	4.76687646482447	4.96599415279957	5.43777321627142
"PSD"	4.64895510203785	4.63777196042569	4.8179282914977	5.12963879644178
"PSD3"	5.29912793917097	9.34024984521117	6.0544270300956	4.68048279104537
"PSD4"	4.71575058813792	4.5126848417766	4.65939243279158	5.28929015080106
"PSEN1"	7.61003522958946	7.46454146175762	6.60925706293147	5.33668849971103
"PSEN2"	6.00713952036982	5.23712811279522	6.03525366569133	6.09193202668033
"PSENEN"	6.85011483579105	6.34282468747221	6.96566163474047	4.54446889071445
"PSG1"	4.95098202524896	5.08897932301395	5.30969774346954	6.02489576355112
"PSG11"	4.72506122139676	4.7620125757735	5.05603401799968	5.33332619834878
"PSG11 /// PSG3"	4.51810115365773	4.62580222756128	5.00195059010793	5.9210016015904
"PSG2"	5.32583410907005	5.1598865620132	5.46426900196786	6.27963403570002
"PSG3"	3.80465624394781	4.20891457758252	3.99515245756523	5.01609982240169
"PSG4"	4.91411220190458	4.52727605345772	4.81065026222042	5.5468660254748
"PSG5"	4.34363523380426	4.63133427422602	4.7195296389986	5.66933671871767
"PSG6"	5.1005299069651	5.15832653768223	5.44579258370347	6.32671711386608
"PSG7"	5.71260762347104	5.81644296219363	6.08998549481997	7.17073576303107
"PSG9"	5.56270186973414	5.44506236907905	5.73512775701564	6.25454931613789
"PSIP1"	7.92712051402287	8.20975932983297	8.39379857898472	6.24350505980271
"PSKH1"	6.22340032502446	5.77878433431014	6.03374984048471	6.76947248061482
"PSMA1"	10.9413271640472	10.3281203312665	10.2111887326199	8.97436274639237
"PSMA2"	9.15770170468542	8.19452637651406	8.32708965726609	7.1084926982963
"PSMA3"	10.03323451754	9.94377937418675	9.95039664157323	7.41165234021998
"PSMA4"	9.4876758072584	8.569335730759	9.23120261299992	8.66913052770776
"PSMA5"	9.08367049994163	8.96698382397504	9.02753272933766	7.77804894454448
"PSMA7"	8.52228713022051	8.52510027058825	9.35260617739613	7.50298765651156
"PSMB1"	8.77109385830101	8.63471956096346	8.99054995827771	8.33041590866539
"PSMB10"	6.62753847685534	5.07299737744617	5.27255526591255	5.44572342595165
"PSMB2"	8.79363678947485	8.95899376484729	9.62179695034656	8.88127646966058
"PSMB3"	9.9041576137569	9.28912689061074	9.54566550632028	7.928900464233
"PSMB4"	11.3004970253442	10.4528708236962	10.8648635523107	8.32649000607175
"PSMB5"	9.7681695297262	9.54277092926693	9.5605489179417	8.63340610964526
"PSMB6"	9.39028959729113	9.53865461944299	9.82621561482637	8.8714997843422
"PSMB7"	9.27819072234572	9.42588533141207	9.51369061813133	7.8740755352115
"PSMB8"	8.83054245864607	7.28329497234123	6.91218156392112	6.63039108370296
"PSMB9"	8.8415737767462	6.85632588276107	7.03726659101825	7.55811333633141
"PSMC1"	10.5878835263604	10.3386947319129	10.1362017978932	9.22740973354697
"PSMC2"	9.09422597826619	8.58933915391665	8.81383895882174	8.01310692509449
"PSMC3"	8.19716400439343	6.67869803204987	7.85454124542141	5.67027427783364
"PSMC3IP"	7.9711912188811	8.13825213734059	7.7396073501935	7.47010471902973
"PSMC4"	8.74016220944357	8.18398319298891	8.23892495833784	6.80031939270952
"PSMC5"	8.87975479472597	8.78338712593315	8.51068657407443	7.26000388324511
"PSMC6"	9.53859208368567	9.4975713307033	8.69203597950718	8.14198375949303
"PSMD1"	8.5052929420518	8.13930589809287	8.68278188039617	8.00134661149805
"PSMD10"	9.70746219718153	9.69749390984502	9.18434819562697	7.6038798323373
"PSMD11"	7.80266610379307	7.45414119661959	7.5046118045152	6.66034320049691
"PSMD12"	7.76442259124785	7.90691165058343	7.63744100833208	6.68875486639524
"PSMD13"	7.91285314209447	6.77436915914789	6.99493615899197	5.99815580536967
"PSMD14"	9.9272419993977	9.44783990229229	9.94017344699548	9.80643154086562
"PSMD2"	9.86690315941208	9.77165743060162	9.9687222796994	8.58421655247854
"PSMD3"	7.50802924651051	7.1343140264445	7.2723583478514	6.57132107568897
"PSMD4"	9.04786249676057	8.39209653597619	9.13359400206575	7.13557806091456
"PSMD5"	5.78482120100036	5.99014921719449	5.89860003775416	6.3206507275935
"PSMD6"	9.4401514601189	9.43942527405281	9.3342069260567	8.31826262554765
"PSMD7"	9.5526262060034	8.39673492007508	8.9509896218055	7.76258982973802
"PSMD8"	9.34810207906636	9.06685375921172	10.4137689289839	7.23295027791186
"PSMD9"	6.94172706844988	6.81790365701231	7.34729068597888	6.9814213345829
"PSME1"	10.6718865082378	10.6177937554885	9.83794785239738	8.59737471348626
"PSME3"	7.34075076402521	6.68577682999695	6.50987228175809	6.32297151650527
"PSME4"	8.03012998665208	6.9802161445024	8.34325135190053	7.1807075353568
"PSMF1"	8.14877751595867	9.76638964407198	7.4972156416775	7.38140362285382
"PSMG1"	7.65266564349115	7.59087880337478	7.83711217113928	5.50928912399458
"PSMG2"	9.25030836138545	10.085003479495	9.1834379272969	8.22052125617122
"PSORS1C1"	4.30685097980351	4.17494224696414	4.37678236955571	4.91104953602084
"PSORS1C2"	6.65335820248789	6.00758779000152	5.80146921749367	7.06164467539982
"PSPC1"	6.24135999275235	7.06924151474535	6.19248767342294	5.36440238530323
"PSPH"	6.31767502518696	5.4390592386097	6.4941731819435	5.0856531262263
"PSPN"	4.85154385755286	5.16177762064616	5.05003129711283	5.32978754553878
"PSRC1"	8.84441146367523	9.15481599043568	9.1159880284579	7.58050407697223
"PSTPIP1"	4.11021191056686	4.05515841319633	4.54841944692186	4.33660641521672
"PSTPIP2"	5.05531233434966	3.9944724930297	4.79874933700177	5.52956438200402
"PTAFR"	5.37619108610275	5.46695696306675	6.00623179638636	6.54986104368698
"PTBP1"	10.2600698610575	10.4396785077951	9.51279242930502	9.73011964556923
"PTBP2"	8.65202137303388	9.32624910301461	9.97413909829534	7.86445201896297
"PTBP3"	5.06912658589022	5.21071957095446	5.08848885568509	5.7218540488231
"PTCD2"	5.75715952838835	5.99443492429223	5.73341457855965	5.79363068447211
"PTCD3"	8.33559395217991	8.03001687850743	8.16487779077491	7.82012068195394
"PTCH1"	5.59834032055664	5.68152110653388	5.47556767238037	5.95082410001015
"PTCH2"	5.85115127226906	5.85848686118693	6.22608679238039	6.58888579121902
"PTCRA"	6.25960598319592	6.42928049348316	6.9101336138851	7.34099440322277
"PTDSS1"	9.22163543063014	8.95330824887194	9.40203089311358	9.68369323998897
"PTDSS2"	6.0526484754995	6.28343621825157	6.52803424845098	5.9778878737318
"PTEN"	7.14389980691309	6.23104238782165	5.81593641341349	6.29715349192156
"PTEN /// PTENP1"	7.4284619903556	6.75824720089877	6.08552640571984	6.31992354937436
"PTER"	6.63358295133905	7.25695925191129	4.32952479782269	5.54379626354268
"PTGDR"	3.47862224073198	3.4981722775067	3.68362597123686	3.91605457848572
"PTGDR2"	4.85330883982242	4.81011218545443	5.0023105108503	5.30139053842882
"PTGDS"	6.94950436291033	6.19675065013443	6.82943585524173	7.61706161257984
"PTGER1"	6.07095225802104	6.12470161167859	6.31311202551957	6.51901173144752
"PTGER2"	3.44969195091072	3.51648753745952	3.75247870867038	4.53307071741828
"PTGER3"	4.24750972686872	4.30437628873101	4.35242824994594	4.76327699782441
"PTGER4"	4.83690529105234	4.33114023732163	4.60401690146675	6.06128749338395
"PTGER4P2-CDK2AP2P2"	4.33854973626745	4.42684880137431	4.6697810864166	5.51556628910088
"PTGES"	5.53418737992629	5.1802898561045	5.77273196219354	6.18205273637663
"PTGES2"	6.44238809709321	6.5602105501348	6.80167208196504	6.61530059384934
"PTGES3"	11.3567739355541	11.2292499411105	11.9264508191509	10.1738697765195
"PTGFR"	3.5726310835539	3.6211077515242	3.95584158079053	4.12186671404864
"PTGIR"	5.56065015169598	5.52836331945913	6.11563187895855	6.34109891008162
"PTGIS"	4.61788624144684	4.45026991735836	4.83886583464652	5.34349167406085
"PTGR2 /// ZNF410"	9.38377124710461	9.28518221040585	8.51510540168204	8.03811875229881
"PTGS1"	5.59246268872282	5.36708133019034	5.60745138337903	6.43359061198115
"PTGS2"	5.40413077771674	3.22785460889209	3.94470632490577	3.74134280709736
"PTH"	3.20750694959121	3.22745431895447	3.37283253214277	3.84677648787388
"PTH1R"	4.83515776464799	4.53758191144737	4.99911865809342	4.78930542264436
"PTH2R"	4.24358133207264	3.62631521919258	4.04889765790696	6.43095980975562
"PTHLH"	3.39909381490891	3.25631801486988	3.44857327300462	3.77775836959133
"PTK2"	8.04408167136131	9.01862159799239	8.47323072275191	7.19681766416894
"PTK2B"	5.05967552033175	5.55866374553998	5.44468376007298	5.81217096741948
"PTK6"	4.39248880094719	4.2711092619167	4.3311277255234	4.36158439789214
"PTK7"	7.73202260129798	7.05461679575956	6.59199229683395	7.31480535229999
"PTMA"	11.6073902420706	11.5927042317232	12.0326571928767	11.6923801716492
"PTMAP1 /// PTMAP1"	6.15790411699968	5.70486454746818	5.97559708178685	4.92344298653285
"PTMS"	5.16994608296422	4.90924488627557	5.64101626682505	5.55343265997335
"PTN"	7.38010765591673	6.50234308690299	5.36225266018154	5.73531187372365
"PTOV1"	8.74898124502185	9.37311112575412	8.25313948274241	6.36833630822277
"PTP4A1"	6.91963786885283	7.21849933032477	7.23193633071821	6.6689553681248
"PTP4A2"	9.47176500761574	9.0554258490362	9.90060445481162	8.0351819308067
"PTP4A3"	6.32362479280918	6.16950678879211	8.03110054737076	6.58841958984189
"PTPLA"	4.90179575806909	5.25198101709038	4.61102846964355	5.42587598324711
"PTPLAD1"	6.77231541680021	6.12285826184738	6.41303112580142	6.18812184807755
"PTPLB"	9.19605993951812	8.9607485798763	8.0932395468994	8.25063742495356
"PTPN1"	5.04373137653692	5.53933669714943	5.54119809820517	5.82662410251496
"PTPN11"	6.30195487535107	6.32679162774796	6.60991886863819	6.29304327429813
"PTPN12"	5.56389191063985	5.67946910187389	5.57050317269693	5.24320771278704
"PTPN13"	5.93483900143182	6.22163876972515	3.95108373591216	5.08744072563538
"PTPN14"	4.14180411200296	3.84173873892021	3.84391561252005	4.22193446736058
"PTPN18"	6.88077241416493	6.75351895190022	6.69566432359146	7.63565699390018
"PTPN2"	6.20381443594631	7.04443956641843	6.62232553763146	6.67297891137579
"PTPN20B"	3.38472251580943	6.36708245846369	4.07033638170932	4.36239414890836
"PTPN21"	4.62391467411514	4.38035743345725	4.59178940742885	4.84766553565034
"PTPN22"	3.33342146045527	3.45634435312653	3.74594681660224	4.2260815267219
"PTPN3"	7.1175356084087	8.05861736637838	7.79462342092946	6.84364260525908
"PTPN4"	7.14168061478847	7.29306338033562	6.88807453425887	6.83817452617371
"PTPN6"	7.48246212940506	7.25677893930123	6.96605748753907	7.46828544098707
"PTPN7"	5.54378392282522	5.25428495586717	5.62072792581405	6.27921344130858
"PTPN9"	6.89825976318214	6.83067995986591	6.84375448354438	7.54679971156577
"PTPRA"	7.63516959974712	7.45697298004506	6.75096568128597	6.58864330448904
"PTPRB"	4.2502003103968	4.21588287740608	4.36327533927814	4.60378265275794
"PTPRC"	4.74684386352373	4.45388962623526	5.53437114008131	6.80591637315576
"PTPRCAP"	6.13106930470621	5.87950372721474	6.36382915832713	6.93227068271984
"PTPRD"	4.57313358715867	6.18274927439524	7.19690907735611	6.04264157846875
"PTPRE"	6.46462254001912	4.80061500713416	5.23087231785642	6.40092993428164
"PTPRF"	8.44324580885756	8.32164757401195	8.01126346439884	6.97500497677772
"PTPRG"	4.63170211636583	6.37639520007233	5.74590861070707	5.40876493927445
"PTPRH"	5.15510824171126	5.13587373876631	5.64115143147216	5.63443177373318
"PTPRJ"	4.20625369792385	4.33447808711724	4.48674779767626	5.4290489919758
"PTPRK"	7.87986594580174	9.74548684765061	9.17071110679035	8.5154970681523
"PTPRM"	6.91364043286139	7.3464659560035	6.52029675531803	6.98361417881198
"PTPRN"	4.92164964568462	5.24315266846065	6.00369428446332	5.31590981665527
"PTPRN2"	4.63474655472977	6.84889515693395	4.9084537074304	5.94401024194499
"PTPRO"	7.75574766215147	7.94065374741673	7.49405161987639	8.53882933302677
"PTPRR"	3.47722662876228	3.40877718929093	3.79737469575865	4.18677083472103
"PTPRS"	4.92225981515452	4.85756064357551	4.90982502783956	5.76663683450134
"PTPRT"	5.10471409065305	6.70734963897163	6.32256300499401	6.4493920891328
"PTPRU"	7.22332779672248	7.00727535363001	7.16786190728876	6.91477428598975
"PTPRZ1"	3.3039669643483	5.28161134297472	3.52706686946937	3.99573240881243
"PTRF"	6.0305250720034	5.67578720711389	5.81028330638394	6.03931040826378
"PTRH2"	8.13888233302243	7.54893698905468	7.78888197276793	8.40504565213294
"PTS"	8.6119534303133	8.7228319796516	8.84662836087123	8.14651249271941
"PTTG1"	10.53233074283	10.6337053610499	9.77081195469151	9.09989634271664
"PTTG1IP"	10.3102123633085	9.6735681439562	9.58764944728005	9.02103721474416
"PTTG2"	3.76916794754936	3.85415946156087	3.73655326381357	4.05947974642206
"PTTG3P"	7.13414076589026	7.58422652838119	6.78156385203993	6.95392611291007
"PTX3"	4.59927491234761	7.21251939295118	3.95670099034753	4.02718827762719
"PUF60"	8.82140875268983	8.64502053636279	8.98109014933692	8.15744527815753
"PUM1"	9.53241707298354	10.3161820143882	10.0897802358027	8.53891286880956
"PUM2"	9.66744978585542	9.63088883504172	9.62435227579362	9.02179728314486
"PURA"	7.23521472147304	6.63856316719375	6.10107265194674	5.99818793709057
"PURG"	3.33234764482923	3.25623840641632	3.46009026248308	3.48863384754292
"PUS1"	7.61561254114199	5.58836430945643	6.52525100042676	6.18734049903777
"PUS3"	7.34868045034801	6.5702626388945	7.0478712992975	7.29034178136076
"PUS7"	7.41724276429316	7.06767799354018	7.56008627711884	8.8245792421361
"PUS7L"	5.91328272633292	6.14897480836537	6.21715059318188	7.17654737877634
"PVALB"	4.69536008558312	4.57328136241281	4.74952708981849	5.60085071982627
"PVR"	5.22927123692551	5.29176315568507	5.35847663353582	5.6986748136778
"PVRIG"	5.22879343394751	5.56328650558174	5.78482024834143	6.98095115886783
"PVRL1"	4.61811380404665	4.78757106482764	5.04793178124507	5.56813272590304
"PVRL2"	6.75955748760093	6.1232258431528	6.67069014912796	6.33232034462853
"PVRL3"	4.74415706954168	3.44969195091072	4.0864426554426	4.38971910850024
"PWAR5"	3.93165139071575	4.59592374187877	3.66755872716784	3.6375899106167
"PWP1"	7.79680293206193	7.72639430276836	8.18255975910405	8.26255971025249
"PWP2"	6.81320579817289	6.25448268293787	6.69665655167315	5.28316374534855
"PWWP2A"	3.66465705861121	3.56748423995121	3.82999299385971	4.10460981806399
"PXDC1"	8.5396641608628	6.84340871271749	6.86990431971584	7.87783852723078
"PXDN"	9.52927669414499	6.41018308178501	6.90307704948247	6.69198661353415
"PXMP2"	8.41199011642166	8.06132040394302	8.01607076917584	6.31948931955199
"PXMP4"	6.497948084124	6.3108348936463	6.70010572328106	7.20150570648688
"PXN"	6.16263000339917	6.03656467362346	6.06295892834734	6.30300116030001
"PYCARD"	6.0207799572763	4.47753427882	5.93470973593272	6.35883906753198
"PYCR1"	7.2249071901706	7.1253164324522	7.28666902677	7.62225417092642
"PYCRL"	5.02728481091961	5.16087152714613	5.32870734904031	6.12922255077329
"PYGB"	7.10646846070825	7.28466569417796	7.62055867746575	7.55470347319368
"PYGL"	8.56110448924412	6.24180318380173	5.57576355758389	5.71061788125423
"PYGM"	4.4071484507641	4.28262135144406	4.44999270916636	4.77345803959156
"PYGO1"	4.06958968541807	3.93308659009131	4.06647921533935	4.63187070591465
"PYHIN1"	4.60928118167988	4.90490560985225	5.04117881064585	5.65170379425592
"PYROXD1"	7.51575794383458	6.0390806605785	7.40587411277111	7.66916569680474
"PYY"	4.27823189139802	4.41581350546736	4.28147704158885	4.71727187819173
"PYY2"	5.59180017390382	6.09717544558047	5.93251038548643	6.70403983764327
"PZP"	5.58565590334836	5.76694153874752	6.4425433038592	6.74531421220259
"QDPR"	8.40750106435603	7.20243786478339	7.42747125872547	7.45348071860121
"QKI"	6.4926668737553	6.28889966334137	5.09582775438723	6.26210042015833
"QPCT"	7.25809150153435	8.84552365595153	4.78478230813459	4.41569509838415
"QPCTL"	4.38174132006668	4.17920850589985	4.68307999896856	4.89321328830908
"QPRT"	6.70437064351037	5.02064016157481	7.03544230987104	6.44274352648988
"QRICH1"	8.12745611880305	8.30101363192597	7.82188791907066	7.65211337980714
"QRSL1"	5.93159229643144	5.80586890411221	5.59241223852848	5.82165634993022
"QSER1"	4.97943941676101	5.78513020077573	5.95723570379086	6.1208552513447
"QSOX1"	7.24438057509025	7.29276486686248	8.28592555643232	8.0211973661928
"QTRT1"	6.16422710601559	6.62965744605615	7.00966147750661	5.04508544115425
"QTRTD1"	6.85478847034668	6.64409909536238	6.33713041863879	6.76984276604199
"R3HCC1"	7.32207071487815	8.02108802511952	6.79011329422535	6.51440146641214
"R3HCC1L"	3.74976429530268	4.25633931267081	4.0164075260329	4.3675457290488
"R3HDM1"	6.29472166483646	6.40767218079502	6.95222351807119	6.69436544187442
"R3HDM2"	8.3510373569212	8.69909728588534	8.77926986914351	8.81667433346958
"R3HDM4"	7.39787567698335	7.66817313718476	7.44368911189452	7.76938587200249
"RAB11A"	8.73986700410465	8.5758315607906	8.67020017792614	8.03549572138999
"RAB11B"	4.72510616810515	5.03398534837036	5.12249435973015	5.21256661028437
"RAB11FIP1"	6.84370739451298	5.52054904606694	4.76518886867344	7.81506121115971
"RAB11FIP2"	7.65452566838464	6.80263912298211	6.32592197541847	6.06500316160826
"RAB11FIP3"	5.26335534569795	5.92402494972534	5.6951923179696	5.73792737100553
"RAB11FIP5"	6.64585415101381	5.77297925368943	6.13840376611359	6.53203333250779
"RAB13"	11.2165497331359	9.9246075001643	10.0570844572018	9.52444207478232
"RAB14"	6.14995597324067	6.42144401243036	5.89567969458605	5.78392227710635
"RAB15"	7.9541559863703	8.11781397527183	8.3727036798373	7.78980345738525
"RAB17"	6.82290742912518	5.77821971129766	6.31906174930534	6.89107752107373
"RAB1A"	8.68263353664771	8.14205663804119	8.84610134502887	7.47825513215222
"RAB1B"	8.99906358450533	8.38485427437	8.67634685586738	8.71302316535401
"RAB20"	6.70227034583081	5.91940218700195	6.18727384025736	7.0149133631377
"RAB21"	7.73337972662023	6.9856822060936	7.13517760071033	6.47201752994405
"RAB22A"	7.4081138826775	7.65390518472864	7.52867735417833	6.94541237649416
"RAB23"	5.95718354518047	5.47838666500317	5.43074022385884	5.15045372719216
"RAB25"	8.99350111271498	8.08767465306235	6.43750911932732	6.04291988669566
"RAB26"	5.25782642120631	7.46082708856965	6.42625479044331	6.32246864931582
"RAB27A"	7.23515379501425	6.21998104571638	6.30370697585266	6.83589959068983
"RAB27B"	3.47492799492677	3.50647469802545	3.53335165024202	4.07069335892995
"RAB28"	5.65227748821023	5.95211532470547	5.34285692936344	4.73531079453241
"RAB29"	5.89876301959591	5.94843580209313	5.97057043809482	5.98743068493545
"RAB2A"	7.29183010399641	7.42043177677036	7.31725377820243	7.16126209256294
"RAB30"	4.20885806171876	4.18419086462793	4.73082273761897	4.84100804588252
"RAB31"	6.81977546694642	5.47976620666395	5.80555136558236	6.56926416395277
"RAB32"	6.53367945480775	6.3389437592796	6.57251215079535	8.01217716034997
"RAB33A"	4.27274553995209	4.20309992608568	4.35803256680258	4.78649897639518
"RAB33B"	5.74207759722338	5.82069666288538	5.86710702070221	5.75744144156923
"RAB35"	5.62768738494236	5.32511354497473	5.33560904455653	5.60645004649182
"RAB36"	6.385226180195	7.02565427651427	6.07823400965188	6.29529332099147
"RAB38"	6.36729425770509	6.63831624717156	6.21786570129845	7.43754713680231
"RAB3A"	5.90394839132853	6.26578350507101	6.88696223539279	6.7623829869388
"RAB3B"	5.1003241540705	5.14896687226501	5.64895904477181	5.2360675302777
"RAB3D"	5.33886466663813	5.60427380019472	5.6496723478223	6.44405831073221
"RAB3GAP1"	7.40189856425228	7.37298405364744	8.46307305286521	7.23464565445028
"RAB3GAP2"	3.86703617867082	3.973981024455	3.89476266129282	4.43577556565747
"RAB3IL1"	6.6571586024693	6.80320227749727	7.12194842631353	7.82386207044763
"RAB40A"	4.86639350879675	5.35285533666476	5.14656548321213	5.61067387718498
"RAB40AL"	5.15832639586244	5.31590981665527	4.92728785520617	5.04570230321318
"RAB40B"	7.24344196382773	6.80199012608056	6.31934327115339	6.99698383767447
"RAB40C"	5.41727852819622	5.50815559929759	5.59087692700001	6.32433937764531
"RAB4A /// SPHAR"	7.71386452440009	6.88980831924543	6.60370355460497	6.02794017400198
"RAB5A"	8.15964240147546	7.92324647626476	7.32950114747119	7.80779190594853
"RAB5B"	7.64037750489011	6.9489834421593	7.31810317366186	7.26262230093491
"RAB5C"	7.81461430783568	7.74838574625998	7.29391051017879	7.22241452659669
"RAB6A /// RAB6C /// WTH3DI"	9.12884951882444	8.97109832200994	9.18777419963602	9.00368285737886
"RAB6A /// WTH3DI"	6.33522881913927	6.41729752515462	6.51232984826201	6.7084561293205
"RAB6B"	6.82529492270303	6.26591795816789	6.31767470864652	7.02450586021768
"RAB7A"	6.53217094807796	6.27341473035102	5.92739852820023	6.2039550507864
"RAB8A"	7.9416092789612	8.09405883456592	8.3203450327272	7.6843340318052
"RAB8B"	4.92728785520617	4.8051347533447	5.18878344599257	6.17756866783095
"RAB9A"	7.71394214568438	7.38873981889534	7.13850523556786	6.89968420574247
"RAB9BP1"	3.10292907414338	3.13757928140681	3.19947811586369	3.70060101701934
"RABAC1"	8.36230143347649	8.27294862106738	7.97285462785933	6.65318130516169
"RABEP1"	4.70054609171973	4.8220669506883	5.04241057292581	5.29944055420087
"RABEP2"	5.8396297458654	6.25215219099296	6.47056639841466	6.60332859551485
"RABEPK"	5.92222409589009	6.21359982007001	6.88371032281172	7.16570183072554
"RABGAP1"	7.44204340116659	7.40995914060996	6.91206210565122	6.86262807391563
"RABGAP1L"	6.27395751807297	6.19363281705167	6.28804636320406	8.00457020439765
"RABGGTA"	6.22569885830706	6.24178905496716	5.572737637605	5.07092047939927
"RABGGTB"	7.46441655048243	7.76895960040434	7.57740398337718	6.5066000848928
"RABGGTB /// SNORD45A /// SNORD45B /// SNORD45C"	7.90281020790332	8.38425242879735	7.50536473996923	7.98902794221527
"RABIF"	6.88454938622689	7.25813590561139	7.84267958029243	7.77319607452117
"RABL2A /// RABL2B"	5.20123045316893	6.08056750947498	4.9745913942586	5.09715215745094
"RABL3"	6.14381061996545	7.24141799322583	6.55565487016322	6.84901269853255
"RABL6"	6.10280189181248	6.31841175073171	6.27550144962286	6.91672342131979
"RAC1"	11.08114054424	10.3724011556369	10.8311999356744	9.76267581446414
"RAC2"	6.17642786230405	5.49766511203156	5.82500676725941	6.71268207071219
"RAC3"	4.53640083899436	4.72178096376342	4.71140586634826	4.58436461794379
"RACGAP1"	10.3830163546438	9.42891477195017	10.1009555908038	9.23657285679857
"RAD1"	8.49627440470903	8.0795760184514	7.32832795926214	7.40234630280521
"RAD17"	7.07539052472522	7.51400573769481	6.91889988605032	6.07139401158776
"RAD21"	9.09529064482609	10.3128332433152	10.0785789159986	9.08642590705948
"RAD21L1"	3.92415001701767	4.09918567890236	4.31069795235945	4.89340212433809
"RAD23A"	8.33421676996144	8.46608450000568	8.94421534892307	7.37761393813521
"RAD23B"	6.4897399001901	6.90179155039128	6.8332630646468	6.32281965819884
"RAD50"	6.77991622526406	6.21765735948729	5.50490435419543	5.61805687288027
"RAD51"	6.09688344585149	5.37252710416313	5.52764882041247	5.79097343714539
"RAD51AP1"	9.91875809768974	9.10485206275163	9.25422655902761	9.73775632987808
"RAD51B"	4.76145044721295	4.7207769993395	4.41514622952043	5.19802980249655
