"GSM3478634"	"GSM3478635"	"GSM3478636"	"GSM3478637"	"GSM3478638"	"GSM3478639"	"GSM3478640"	"GSM3478641"	"GSM3478642"	"GSM3478643"	"GSM3478644"	"GSM3478645"
"PRPF40B"	6.008701	6.047798	6.01656	6.11001	6.157601	5.753845	5.65314	5.571534	5.622557	5.709821	5.709821	5.792731
"PRPF4B"	8.83256233333333	9.11886766666667	8.97054666666667	9.283394	9.31683766666667	9.29412533333333	8.39622933333333	8.413769	8.34555833333333	9.39223533333333	9.365671	9.37297
"PRPF6"	9.404894	9.06058	9.1622635	9.172896	9.1338495	9.120653	8.719941	8.73481	8.768705	9.061641	9.1073075	9.0843165
"PRPF8"	10.20825	9.818714	9.940911	10.06918	10.07888	10.01196	10.00073	10.01687	9.961149	10.56684	10.54693	10.53843
"PRPH"	5.992223	6.265831	6.524683	5.883555	5.73824	5.987867	12.2025	12.103	12.1798	11.74735	11.8	11.69306
"PRPH2"	3.953225	4.01925	4.156125	4.046194	4.117681	4.119417	4.044537	4.072058	4.007149	4.03876	4.011585	3.844755
"PRPS1"	9.6342415	9.3438955	9.42852	9.538645	9.516997	9.487278	9.945469	9.9632275	10.052121	9.967378	9.963913	10.014789
"PRPS1L1"	3.45554	3.533462	3.475401	3.565369	3.523144	3.87716	3.629126	3.552966	3.368906	3.262354	3.602203	3.601671
"PRPS2"	9.233596	9.411902	9.169942	9.52166	9.632252	9.5304235	9.0109895	8.961694	8.934319	9.5076885	9.51349	9.4948625
"PRPSAP1"	7.6195835	7.355114	7.348236	7.744845	7.5580945	7.715842	7.8465765	7.712966	7.8104085	7.723089	7.751514	7.862387
"PRPSAP2"	9.823117	9.72941	9.676641	9.964005	9.959911	9.948735	9.586876	9.593838	9.580306	10.32559	10.23726	10.21031
"PRR11"	9.91735866666667	10.165573	10.014143	10.2071626666667	10.2772683333333	10.2960086666667	9.91686833333333	9.963392	9.94407466666667	10.090025	10.005258	10.0406483333333
"PRR12"	6.054892	5.724235	5.721937	6.145487	5.932842	5.883739	5.344547	5.437274	5.829566	5.992297	5.950582	5.868602
"PRR13"	10.01761	9.555654	9.803909	9.649227	9.682324	9.669496	9.739978	9.63816	9.726756	9.491546	9.540787	9.547455
"PRR14"	7.158023	6.59973766666667	6.59779966666667	6.98939633333333	6.95786666666667	6.961334	6.793562	6.84631133333333	6.77394033333333	7.415395	7.39518133333333	7.345299
"PRR14L"	5.63889	5.47329225	5.45020625	5.89365025	5.87421625	5.78622075	5.8391965	5.894851	5.94608425	6.26768	6.198774	6.20773525
"PRR15"	3.644171	3.294791	3.309794	3.523318	3.420639	3.765163	5.807364	5.478252	5.716576	4.093515	3.811035	4.115813
"PRR15L"	3.789735	3.965635	4.234802	3.992568	3.572949	3.838572	4.341702	4.56259	4.40306	7.938727	8.119184	7.959896
"PRR16"	7.9363175	8.118868	8.0302725	3.1432175	3.0892525	3.0931245	2.8315875	2.963444	2.826394	3.005273	2.919819	2.996505
"PRR18"	3.809808	3.58603	4.022845	3.983022	3.78817	3.91678	3.917104	3.683942	3.618092	3.76353	3.694189	3.767587
"PRR19"	5.292088	4.711107	4.833927	5.278429	5.368288	5.115555	4.992465	5.334836	5.26498	5.475971	5.360596	5.125067
"PRR20A /// PRR20B /// PRR20C /// PRR20D /// PRR20E"	2.47885	2.694898	2.827598	2.720755	2.700113	3.063329	2.752326	2.607398	2.716602	2.674353	2.565139	2.752582
"PRR22"	4.714761	4.604328	4.5075365	4.8347	4.794464	4.9689975	4.5729585	4.3937665	4.4655	4.0339665	4.131229	4.2374285
"PRR23D1 /// PRR23D2"	2.515188	2.509738	2.790288	2.577633	2.425487	2.558737	2.628742	2.390516	2.68527	2.545459	2.686848	2.35201
"PRR24"	7.433941	7.187103	7.316675	6.757742	6.793943	6.811725	9.288329	9.235058	9.195616	7.642506	7.648482	7.623657
"PRR26"	3.088736	3.1076865	3.0943135	3.2717415	3.17976	3.179288	2.9264445	2.85143	2.936198	2.8039395	2.913268	2.7913925
"PRR29"	5.632197	5.334373	5.593147	5.654732	5.440746	5.812753	4.983263	4.995396	4.950879	4.967809	4.926237	4.987754
"PRR3"	8.297004	8.014816	7.999597	8.374168	8.352123	8.337583	7.530264	7.527393	7.55527	7.68795	7.641291	7.643934
"PRR30"	4.42814	4.797958	4.860931	4.792336	4.663914	4.648387	4.669875	4.793179	4.715736	4.642743	4.588091	4.499116
"PRR32"	3.431567	3.752099	4.074948	3.446295	3.788636	3.846665	3.773046	3.753776	3.501386	3.667341	3.452057	3.702439
"PRR34"	5.534426	5.419499	5.589773	5.483185	5.298843	5.568997	5.455941	5.141448	5.169462	5.34645	5.225089	5.39202
"PRR34-AS1"	8.211812	7.963623	8.083529	8.30126	8.304433	8.182621	8.072468	8.053999	8.133104	8.507446	8.505561	8.414428
"PRR35"	5.526392	5.780344	5.899936	5.684728	5.872824	5.91826	6.092009	5.974486	6.056174	5.940301	5.780366	5.794709
"PRR5"	4.2241155	4.3463775	4.4234815	4.31775	4.2872825	4.432607	4.8252075	4.711706	4.6360515	8.4693995	8.525349	8.5228035
"PRR5L"	4.25273025	4.0520115	4.1835985	3.7118255	3.595943	3.61549725	4.86890925	4.97489225	4.81478425	4.47295775	4.51479975	4.54379275
"PRR7"	6.932295	6.905197	6.536394	6.805231	6.76423	6.66201	7.167764	7.114055	7.19412	6.371089	6.13903	6.158225
"PRR7-AS1"	4.154179	3.843376	3.991859	3.84717	3.883292	3.775258	3.620394	3.810691	3.978476	3.736886	3.818069	3.708384
"PRR9"	2.61696	2.817781	2.663958	2.855411	2.762629	2.866015	2.885402	2.894564	2.853129	2.779928	2.781106	2.766924
"PRRC1"	9.590233	9.5780495	9.5084755	9.3439105	9.3009255	9.2682385	8.601391	8.6135625	8.547783	8.2621795	8.2831375	8.2431605
"PRRC2A"	8.38271233333333	8.01900633333333	8.086251	8.064222	8.064237	7.90558433333333	7.57230566666667	7.70188766666667	7.66908533333333	7.91099133333333	7.87519833333333	7.898342
"PRRC2B"	6.47458433333333	6.43533466666667	6.34225466666667	6.33173666666667	6.37101666666667	6.254441	7.792545	7.80194366666667	7.86921066666667	7.93666866666667	7.98370633333333	8.01399833333333
"PRRC2C"	8.793815	8.782243	8.709228	9.11324283333333	9.12597883333333	9.10473283333333	9.3024665	9.35610733333333	9.31250183333333	9.14129116666667	9.12870516666667	9.10621383333333
"PRRG1"	8.311149	8.582967	8.384624	7.820819	7.815669	7.77138	8.994274	9.003304	8.878747	7.667007	7.613154	7.494461
"PRRG2"	5.73441	5.013733	5.100514	4.958542	5.206853	5.213881	4.665834	4.944583	4.685142	4.97512	5.107598	4.857406
"PRRG3"	3.5271975	3.3937915	3.5709265	3.4856565	3.510643	3.5563025	3.6090045	3.843587	3.723199	3.4291915	3.528258	3.641992
"PRRG4"	4.2785525	3.829355	3.8422005	3.2766895	3.31423	3.4794455	6.540168	6.748257	6.5081125	6.7470225	6.7563375	6.9279895
"PRRT2"	6.532331	6.2397	6.402913	6.605589	6.61133	6.558726	4.265241	4.072638	4.05592	4.888272	5.299574	5.073843
"PRRT3"	7.093502	6.430674	6.358387	6.837049	6.639229	6.681681	6.169974	6.060072	6.38273	6.2668	6.150309	6.176846
"PRRT3-AS1"	6.838774	6.675206	6.606599	7.174017	7.027935	7.012689	6.803634	6.829654	6.739515	5.30376	5.442296	5.048497
"PRRX1"	7.303868	7.32882033333333	7.10125666666667	4.69238633333333	4.665873	4.57962933333333	10.2376953333333	10.2156006666667	10.2773216666667	3.32092433333333	3.48034533333333	3.34931
"PRRX2"	5.5367	6.123755	6.172372	6.207656	6.143944	6.164894	6.351441	6.279176	6.418901	5.953798	5.809939	5.425974
"PRRX2-AS1"	4.109022	4.05523	3.916842	4.278321	4.515702	4.407404	3.826924	3.712172	3.776852	3.889528	4.035573	4.183914
"PRSS1 /// PRSS2"	2.458801	2.633243	2.627384	2.577987	2.884077	2.572953	2.426687	2.65206	2.502059	2.696336	2.492903	2.617504
"PRSS12"	3.608776	3.826333	3.229839	2.7116925	2.7099585	2.713201	3.74133	3.707337	3.8407	4.0168925	3.8104425	3.6625555
"PRSS16"	5.525275	5.29957	5.316044	6.281861	6.308754	6.050268	3.529609	3.602945	3.854387	6.870232	6.778282	6.714544
"PRSS2"	3.789179	3.8779065	3.5987695	3.799655	3.7528575	3.8328355	3.6445425	3.9370925	3.561851	3.5223245	3.569862	3.4248945
"PRSS21"	3.703766	3.902172	3.619157	3.229032	3.314745	3.703757	3.653925	3.434572	3.867828	3.662155	3.562613	3.47665
"PRSS22"	4.795494	5.294667	5.289267	5.2435	5.178227	5.426574	5.227058	5.290212	5.276023	4.916273	5.312168	5.418692
"PRSS23"	7.83435725	7.919868	8.114043	3.904677	3.60422075	3.809239	7.7110515	7.74410025	7.6957605	4.7570095	4.5794845	4.7129265
"PRSS27"	3.69528	3.764025	3.472397	3.853288	3.69027	3.797931	3.526849	3.296445	3.382284	3.679653	3.9513	3.853288
"PRSS3"	3.856038	4.170921	4.4363065	4.3911785	4.303647	4.454586	4.136299	4.418972	4.361106	4.137765	4.2487875	4.2093385
"PRSS30P"	3.945957	4.502064	4.487569	4.477751	4.467542	4.436459	4.435614	4.625655	4.285454	4.493785	4.480353	4.580499
"PRSS33"	3.4407505	3.6183105	3.616645	3.782536	3.574428	3.6548825	3.660902	3.5857145	3.5796395	3.536849	3.6359395	3.581049
"PRSS35"	3.141132	2.922841	2.935668	2.380061	2.5206	2.385466	7.247547	7.004337	7.255237	1.96274	2.121981	2.142957
"PRSS36"	4.741584	4.889129	5.07643	4.777815	4.911718	5.136074	5.196303	4.986369	4.755902	4.852373	4.902563	4.924473
"PRSS37"	3.525696	3.904207	4.284764	4.03714	3.897779	3.789096	3.904207	4.211968	3.77769	3.964929	4.043067	3.854796
"PRSS3P2"	4.304986	4.502089	4.712442	4.529408	4.478996	4.861179	4.400178	4.391345	4.459574	4.307444	4.421821	4.414197
"PRSS3P3"	4.641881	4.49702	4.712442	4.524795	4.496124	4.621783	4.185111	4.538397	4.481017	4.278928	4.293069	4.252941
"PRSS50"	4.440754	4.579891	5.091318	4.853126	4.955721	4.730217	4.667238	4.435594	4.402591	4.505602	4.371196	4.368882
"PRSS53"	6.518158	6.348048	6.454043	6.48709	6.356678	6.278112	6.886639	6.965782	7.017859	7.047771	7.199567	7.143145
"PRSS54"	3.000898	3.128556	3.353334	2.926521	3.324384	3.005151	2.885401	2.868376	2.886971	2.83618	2.796806	2.859553
"PRSS55"	3.200366	3.093232	3.559561	3.185526	2.81106	3.137768	3.329748	3.211794	3.314793	3.24115	3.151869	3.090047
"PRSS58"	3.774139	4.316389	4.830344	4.275081	4.49894	4.464924	4.424742	4.443126	4.264318	4.425798	4.435613	4.673044
"PRSS8"	4.30033	4.243192	4.320733	4.293708	4.350752	4.529162	4.615094	4.521427	4.477602	6.370983	6.420423	6.158652
"PRTFDC1"	9.561055	9.748842	9.685667	9.688834	9.734517	9.799546	9.635499	9.573263	9.642646	11.23408	11.13963	11.2233
"PRTG"	3.07467466666667	2.84681233333333	2.91054033333333	3.12417666666667	2.86003466666667	2.83600266666667	2.87432866666667	2.84607133333333	2.96742333333333	2.77493733333333	2.98029666666667	3.08998433333333
"PRTN3"	2.671438	2.729013	3.170383	3.045447	3.220235	3.099245	3.119156	2.801326	3.135325	2.831635	2.891146	2.911048
"PRUNE"	7.373401	7.19628425	7.20624675	7.8991575	7.878142	7.7823285	6.8527245	6.9881275	6.8743935	7.178932	7.1878615	7.1713265
"PRUNE2"	5.83499333333333	5.61895766666667	5.58057966666667	3.23763033333333	3.267426	3.59815833333333	7.28198833333333	7.034351	7.20633066666667	6.82232366666667	6.78188666666667	6.96358966666667
"PRX"	4.319557	4.169188	4.0894595	4.2882595	4.291659	4.260988	3.797966	3.810915	3.871503	3.767658	3.709229	3.905368
"PSAP"	10.5913535	10.26666	10.4264145	10.0187035	9.979642	9.9334395	11.7358	11.716605	11.74811	10.507942	10.55674	10.5377865
"PSAPL1"	4.461331	4.944804	5.161894	4.947692	5.033795	5.037436	5.034994	5.109757	5.157172	4.947692	5.165726	4.81423
"PSAT1"	9.907012	9.902259	9.7670515	9.891334	9.915668	9.928354	10.0658655	10.08686	10.0734705	10.946235	10.973625	10.903405
"PSCA"	3.641825	3.467875	3.586795	3.452346	3.443397	3.647344	3.168	3.168028	3.087747	2.846447	3.06617	3.029343
"PSD"	5.010021	4.359076	4.465103	4.822794	4.370072	4.58537	3.955626	3.836371	3.669352	4.238817	4.282802	4.193415
"PSD2"	5.054416	4.952367	4.723545	4.881951	4.54296	4.637393	4.47922	4.660567	4.541362	4.575223	4.550828	4.609427
"PSD3"	6.789819	6.492859	6.31102533333333	7.243806	7.299845	7.242107	8.346635	8.36127366666667	8.32074066666667	8.119756	8.044126	8.07108233333333
"PSD4"	3.90305133333333	3.85209	3.87926433333333	3.33772733333333	3.46393533333333	3.433472	3.49589866666667	3.534784	3.689099	3.407104	3.348516	3.415095
"PSEN1"	5.362801	5.32976128571429	5.32731785714286	5.34044628571429	5.377004	5.29601757142857	5.81887	5.850071	5.88160485714286	5.54261285714286	5.54012685714286	5.59067842857143
"PSEN2"	6.534012	6.50263166666667	6.49054933333333	6.46703433333333	6.56962233333333	6.50769933333333	6.05375766666667	6.143886	6.175309	5.489658	5.49598833333333	5.49536633333333
"PSENEN"	8.633445	8.266323	8.308788	8.263782	8.220998	8.203948	8.418364	8.3617	8.393417	7.662378	7.595404	7.672364
"PSG1"	3.319772	3.391614	3.57364166666667	3.26168166666667	3.288485	3.38818166666667	4.308346	4.21249766666667	4.10573566666667	3.380624	3.559529	3.405171
"PSG11"	3.786804	4.570874	4.56239	4.270982	4.492446	4.29787	4.424188	4.516284	4.518031	4.557712	4.47593	4.440329
"PSG11 /// PSG3"	4.0796155	3.8993765	3.8884745	3.749187	3.855691	3.9115945	4.8361875	4.659486	4.762033	3.924614	4.0129075	3.979394
"PSG2"	3.484946	3.013055	3.11084	2.869363	3.066129	2.879679	3.528144	3.463454	3.302334	2.96454	3.025855	3.129037
"PSG3"	2.682882	2.943332	3.066126	2.706447	2.771982	2.863518	3.441961	3.448813	3.620691	2.886616	2.993385	3.042451
"PSG4"	4.231384	4.383214	4.519615	4.178023	4.27098	4.212342	7.751472	7.702585	7.825774	4.683956	4.596232	4.997314
"PSG4 /// PSG6"	3.495145	3.565867	3.278869	3.609918	3.49212	3.509474	3.65128	3.764889	3.616124	3.408038	3.590899	3.665148
"PSG5"	4.313718	3.957661	4.222853	3.819416	3.639356	3.6557665	4.5675885	4.6853755	4.920351	3.7699415	3.86593	3.8256635
"PSG6"	3.93544533333333	4.01529666666667	4.11055833333333	3.96455566666667	3.88735766666667	3.83758066666667	5.02923133333333	4.79226133333333	5.02065233333333	3.94294633333333	4.05443166666667	3.93602733333333
"PSG7"	4.350371	4.584894	4.369163	4.562348	4.195558	4.494466	6.971819	7.039141	6.949369	4.838464	5.175673	4.825111
"PSG9"	4.058681	4.177223	4.25212633333333	3.94815266666667	4.004234	4.11164233333333	4.99562133333333	4.73994266666667	5.11151666666667	3.84707733333333	4.03454633333333	3.96365033333333
"PSIP1"	8.60255875	8.62816075	8.57351125	9.05066975	9.0065	9.030742	8.44650725	8.56348325	8.422909	9.917929	9.91108975	9.91730975
"PSKH1"	7.082481	6.774509	6.47646	6.976797	7.158576	7.020345	6.26686	6.239607	6.261579	6.097487	6.315617	6.137388
"PSKH2"	4.063772	4.094735	4.239334	4.110403	4.251196	4.369736	4.055106	4.373854	4.245976	3.985467	4.104968	4.085114
"PSMA1"	11.3336233333333	10.9847966666667	10.9670133333333	11.1957133333333	11.25366	11.2585133333333	10.89696	10.9718366666667	10.9805233333333	10.8998233333333	10.93696	10.9610766666667
"PSMA2"	10.717393	10.7558655	10.771586	10.928308	10.9029815	10.832509	10.1383035	10.0404735	10.0765915	10.2826835	10.2882545	10.2671615
"PSMA3"	7.17310966666667	7.16803	7.14646466666667	7.404744	7.326514	7.28976033333333	7.17023366666667	7.20363566666667	7.05425833333333	7.03098566666667	7.06531933333333	6.99365266666667
"PSMA4"	12.01156	12.08952	12.04047	12.24159	12.24751	12.20054	10.97982	11.00469	11.0415	10.91561	10.95419	10.92372
"PSMA5"	8.9679315	8.7173	8.7477755	8.8325075	8.86159	8.7880865	7.674353	7.688159	7.8173135	7.9214715	7.8985765	7.9203
"PSMA7"	11.74489	11.58842	11.562045	11.612485	11.576275	11.57444	10.6294155	10.703504	10.660919	11.069705	11.01815	11.079785
"PSMA8"	2.658055	2.448936	2.473871	2.459079	2.590882	2.452787	2.192724	2.398151	2.481694	2.186874	2.380061	2.284253
"PSMB1"	9.69749233333333	9.41320733333333	9.56621333333333	9.620781	9.53863633333333	9.52148033333333	9.124718	9.129684	9.23074666666667	9.36192133333333	9.32796166666667	9.300149
"PSMB10"	9.071789	8.639032	8.670789	8.245986	8.247711	8.193542	6.725503	6.64231	6.787787	4.596917	4.4981	4.791233
"PSMB2"	7.1141565	7.060915	7.13070425	7.1509485	7.128501	7.15617625	6.583646	6.560584	6.49583	6.6970215	6.6840185	6.5485835
"PSMB3"	12.23078	11.98121	12.00702	12.03548	11.97651	11.95619	11.57766	11.58999	11.59458	11.34915	11.3384	11.3546
"PSMB4"	11.086102	10.8855496666667	10.8976946666667	11.0693473333333	11.0113156666667	10.9174483333333	10.6890026666667	10.7577166666667	10.7354316666667	10.6114116666667	10.590821	10.6125633333333
"PSMB5"	11.87374	11.60784	11.65243	11.67162	11.65505	11.66005	11.84892	11.82788	11.86783	11.44396	11.45467	11.48118
"PSMB6"	11.82185	11.57669	11.6815	11.54886	11.5333	11.47158	11.18218	11.18315	11.25032	10.99284	11.04257	11.00677
"PSMB7"	8.0827935	8.0072205	7.813534	8.317075	8.372852	8.3484195	8.5474825	8.5806695	8.5556975	8.6102835	8.5489785	8.577613
"PSMB8"	10.88487	10.46106	10.4105	8.258826	8.173044	8.133162	8.373765	8.403437	8.428265	3.208347	3.19197	3.317758
"PSMB8-AS1"	6.2533335	5.8950775	5.7843425	4.4230735	4.44947	4.484942	4.318774	4.421912	4.653001	3.639738	3.3918505	3.720773
"PSMB9"	11.19902	10.89308	11.09426	7.132032	7.151134	7.024722	7.204204	7.075367	7.175782	3.609918	3.793063	4.074894
"PSMC1"	11.55447	11.25781	11.27976	11.37074	11.34917	11.35197	11.74012	11.74495	11.76463	11.13356	11.16227	11.14513
"PSMC2"	9.010023	9.32887366666667	9.04292466666667	8.87994966666667	8.96829433333333	8.88158833333333	8.517703	8.547524	8.520629	8.826746	8.773318	8.760688
"PSMC3"	10.5168	10.1833	10.13517	10.03258	10.04163	10.027	9.86865	9.813822	9.823053	10.37462	10.39947	10.4447
"PSMC3IP"	7.6182525	7.521824	7.400314	7.633796	7.6521505	7.721016	7.751153	7.7583765	7.733988	8.041374	8.0755965	8.0509635
"PSMC4"	10.50644	10.34629	10.31125	10.4482	10.37902	10.35641	10.10247	10.20848	10.20252	9.615482	9.605018	9.684203
"PSMC5"	11.02355	10.62507	10.67706	10.73866	10.713	10.69469	10.2453	10.32308	10.281	10.13702	10.13641	10.21675
"PSMC6"	11.15452	11.55471	11.44691	11.49269	11.56081	11.62067	11.62388	11.60979	11.611	11.41858	11.41006	11.3494
"PSMD1"	10.090907	9.7548525	9.8027905	9.906149	9.8823745	9.8786145	10.22393	10.19255	10.23435	9.9546745	9.9664965	9.990363
"PSMD10"	10.63848	10.492055	10.501135	10.397983	10.37553	10.382944	11.010155	10.99461	11.023595	10.78425	10.80413	10.796715
"PSMD11"	9.562607	9.3088035	9.4125335	9.5875515	9.5408995	9.4859765	8.643681	8.6021005	8.5995275	8.6457335	8.6961145	8.690495
"PSMD12"	9.91448	10.0850955	10.027061	10.1826925	10.231042	10.207235	10.0924455	10.1037895	10.11495	10.222045	10.180125	10.180545
"PSMD13"	9.00188	8.722845	8.6648275	8.7313595	8.649031	8.611871	8.5320175	8.6212765	8.628491	8.459201	8.4519925	8.4708715
"PSMD14"	10.89589	10.67469	10.76866	10.68787	10.62527	10.67425	11.0802	11.11473	11.16487	11.17202	11.14754	11.22808
"PSMD2"	10.7481	10.35067	10.38123	10.47059	10.43583	10.37174	10.81881	10.75815	10.80521	10.42015	10.43234	10.44555
"PSMD3"	9.655764	9.317263	9.340781	9.570052	9.513384	9.503909	9.664989	9.648767	9.711754	9.212981	9.251474	9.400476
"PSMD4"	9.597384	9.40668975	9.5216875	9.748082	9.7351395	9.665241	8.51567275	8.6024725	8.74648975	8.57025975	8.53218425	8.65320125
"PSMD5"	6.088042	6.0610245	6.0049765	6.2134955	6.0430065	6.059943	6.1896515	6.485123	6.272196	6.4185555	6.369515	6.1701445
"PSMD5-AS1"	4.93257	4.98869775	4.9630625	4.91659525	4.90626825	4.89270675	4.87284425	4.74009425	4.80407	5.9542705	5.87781625	5.828016
"PSMD6"	6.8330405	6.701275	6.856695	6.778973	6.817531	6.7961	6.67607	6.729284	6.7969195	7.055591	6.904065	6.9238805
"PSMD6-AS2"	5.094382	4.936944	4.902584	5.1434745	5.1726805	5.2039275	4.6818355	4.896879	4.778633	4.9344045	4.77137	4.9478895
"PSMD7"	10.43262	10.56313	10.59574	10.58929	10.63919	10.60298	9.584776	9.455584	9.633769	9.404968	9.384226	9.355421
"PSMD8"	11.27617	10.9712	11.05388	11.11669	11.08869	11.0588	10.61389	10.68843	10.70517	10.62484	10.69071	10.72847
"PSMD9"	7.7863885	7.576315	7.595152	7.3866325	7.428365	7.4123675	7.663224	7.6594925	7.8330785	7.471952	7.5299655	7.437502
"PSME1"	11.47664	11.17969	11.29174	10.35689	10.3272	10.30965	10.36297	10.36343	10.47155	11.03944	11.06963	11.01492
"PSME3"	8.5202505	8.09793975	8.2002445	8.2879085	8.21919875	8.21951375	8.00272375	8.027933	8.0588205	7.46618925	7.455572	7.4657795
"PSME4"	7.613912	7.33101266666667	7.30586533333333	8.05467233333333	7.97705066666667	7.90041666666667	8.05739333333333	8.08861933333333	8.05601433333333	7.35428633333333	7.356386	7.39864333333333
"PSMF1"	7.3716685	7.22532325	7.225462	7.3965065	7.415401	7.2711785	6.79578875	6.82272625	6.77692175	6.8798855	6.96033375	6.85535675
"PSMG1"	10.99961	11.28439	11.17787	10.95909	10.96324	10.90258	9.383987	9.433836	9.321586	9.85467	9.898763	9.823418
"PSMG2"	11.18685	11.02434	11.06286	11.12561	11.06588	11.08947	10.6509	10.64685	10.70835	11.11774	11.1139	11.10571
"PSMG3"	9.874965	9.570695	9.655519	9.906206	9.770296	9.787613	9.058099	9.026285	9.174136	9.777552	9.823664	9.843069
"PSMG3-AS1"	5.796495	5.523214	5.62497	5.764194	5.329657	5.706771	5.029625	4.791505	5.122473	5.965941	6.065429	6.226211
"PSMG4"	5.0743136	4.8908242	5.037461	5.0791878	5.1024264	5.0764576	4.5472652	4.5747376	4.7189602	4.481792	4.4531672	4.4230424
"PSORS1C1"	4.342192	3.361052	3.583631	3.273837	3.606643	3.186453	3.379713	3.457132	3.481293	3.517932	3.444668	3.567318
"PSORS1C2"	4.309494	4.258678	4.387165	4.232131	4.029717	4.151612	4.111198	3.951873	4.338982	4.292772	4.269461	4.342769
"PSORS1C3"	3.72325	3.358118	3.233643	3.498268	3.049441	3.270751	3.04913	3.216084	3.177311	3.029603	3.23551	3.16846
"PSPC1"	6.8050846	6.6416436	6.5550166	6.8172942	6.805264	6.8002568	6.7630358	6.724625	6.7782774	7.5014148	7.4132744	7.5337536
"PSPH"	6.77912566666667	7.60571233333333	7.27848666666667	7.787893	7.750998	7.820518	7.576547	7.560679	7.51364866666667	7.70139433333333	7.58800033333333	7.585642
"PSPN"	4.245243	4.703843	5.369945	4.890339	4.679284	4.715334	4.149416	4.269159	3.96493	3.90035	4.242916	3.95801
"PSRC1"	8.627716	8.429507	8.2997	8.3477	8.390667	8.397884	8.383882	8.462655	8.49477	8.501079	8.477951	8.577903
"PSTK"	5.07071	4.821006	4.8212665	4.6492305	4.6257045	4.739454	4.654344	4.536545	4.676492	4.348282	4.1911535	4.121732
"PSTPIP1"	4.37278	4.242011	4.143193	4.057974	4.335021	4.265622	5.312294	5.465725	5.325666	6.60352	6.683929	6.604064
"PSTPIP2"	5.306962	5.344188	5.326932	5.570826	5.636652	5.422503	7.010761	7.394567	7.070751	6.360311	6.201572	5.783871
"PTAFR"	5.685408	5.52321833333333	5.531179	5.80728966666667	5.68413033333333	5.75182666666667	4.825029	4.79357133333333	4.865471	4.68179166666667	4.88621866666667	4.63184033333333
"PTAR1"	6.36470833333333	6.22232266666667	6.29082833333333	6.10424133333333	6.20410133333333	6.258231	7.42260766666667	7.29107766666667	7.23812833333333	7.94606433333333	7.91456666666667	7.96329266666667
"PTBP1"	6.32023225	6.18367625	6.3615395	6.403259	6.25868625	6.40694	6.10899875	6.20655325	6.18857625	6.302844	6.32388075	6.405122
"PTBP2"	7.085262	7.21826	7.0350395	7.616571	7.676019	7.570486	7.687142	7.592397	7.554909	7.704059	7.6400235	7.6036495
"PTBP3"	6.6517276	6.7853796	6.647997	6.7388902	6.711221	6.6090148	7.34172	7.426852	7.393374	7.9176932	7.9044242	7.9479474
"PTCD2"	7.766912	7.573275	7.6139725	8.038157	8.008073	7.8954545	5.994065	6.1251335	6.0450105	6.137485	6.2244445	6.186136
"PTCD3"	7.60344425	7.349845	7.338576	7.746354	7.7158515	7.64326925	6.670332	6.71935375	6.76015575	7.4264475	7.38874975	7.39287575
"PTCH1"	4.13206075	3.86581825	4.15023175	4.101144	4.07910475	4.11526225	4.41080225	4.47771975	4.3456985	5.8967575	5.9612635	5.79668475
"PTCH2"	4.65594	4.897676	5.267693	4.744234	4.831644	4.877721	4.959363	4.993571	5.029289	4.773426	5.06403	5.047811
"PTCHD1"	3.122339	2.9708045	3.025454	3.029212	3.144506	3.0220415	4.103766	3.9966535	3.938413	3.062295	3.005828	3.055702
"PTCHD2"	5.873618	5.6609635	5.793809	6.4019415	6.365783	6.3124455	5.4160975	5.55795	5.320271	5.991251	5.897235	6.128897
"PTCHD4"	2.779064	3.234504	3.385925	2.829733	2.701486	3.100508	3.062509	3.249357	3.132055	3.24801	3.478323	3.324451
"PTCRA"	5.90578533333333	5.83192033333333	5.92183533333333	5.848343	5.93293733333333	5.994335	5.80286533333333	5.758205	5.69543166666667	5.649079	5.75760266666667	5.71895866666667
"PTCSC1"	4.5672	4.315407	4.849003	4.74102	4.52797	4.894866	4.449556	4.556845	4.42177	4.538113	4.437099	4.547421
"PTDSS1"	10.54507	10.22845	10.32711	10.97974	11.02867	10.97886	10.06285	10.01988	10.10723	10.29668	10.37614	10.34238
"PTDSS2"	7.16497	6.627794	6.769938	7.018367	6.920392	6.780412	6.429026	6.514506	6.528227	6.522149	6.538226	6.583513
"PTEN"	6.924805	6.77683514285714	6.78461442857143	6.30457242857143	6.44314157142857	6.36168414285714	5.91332042857143	5.84071328571429	5.86364985714286	6.14185971428571	6.12344871428571	6.14671371428571
"PTEN /// PTENP1"	9.049854	8.87045	8.930047	8.230545	8.293837	8.27046	7.375698	7.419425	7.52439	7.111992	6.961928	6.991664
"PTER"	7.362311	7.336003	7.111087	7.6300245	7.6837575	7.6448925	6.937303	6.8533225	6.9112155	6.995758	6.908045	6.9305245
"PTGDR"	2.75652666666667	2.58983566666667	2.51001966666667	2.67862566666667	2.635288	2.56965166666667	4.167944	4.24663966666667	4.250564	2.496279	2.517681	2.56978333333333
"PTGDR2"	4.4725955	4.7688245	4.85546	4.746956	4.9247585	4.8306355	4.7498185	4.944554	4.661786	4.556925	4.460339	4.8003705
"PTGDS"	4.93908533333333	5.29777533333333	5.412306	4.97081533333333	4.96661066666667	5.019888	5.26975033333333	5.14205133333333	5.11389633333333	4.88974033333333	4.94617366666667	5.07983266666667
